,loss_list,val_acc_list,train_acc_list
0,43.525194699851845,50.175,53.125
1,43.50460164395937,50.175,50.78125
2,43.54426880384547,50.175,53.90625
3,43.512009600029266,50.175,54.6875
4,43.5401950986244,50.175,52.34375
5,43.52540207357329,50.175,53.90625
6,43.442365424333744,51.15,52.34375
7,43.3669610496091,60.575,58.59375
8,43.203404572017135,59.85,53.125
9,42.94968855722221,58.875,65.625
