,loss_list,val_acc_list,train_acc_list
0,40.843627908798624,80.725,82.03125
1,33.341718048349165,93.0,92.1875
2,28.336303079154703,94.975,95.3125
3,25.689662033881916,94.225,93.75
4,23.99899768857728,93.625,93.75
5,22.683108696268974,93.25,94.53125
6,21.6092209553821,94.325,98.4375
7,20.6204520076274,93.875,95.3125
8,19.836266497530954,94.4,94.53125
9,19.19356405033888,94.55,96.875
