,loss_list,val_acc_list,train_acc_list
0,42.11430562557683,86.625,86.71875
1,34.55958790464628,85.95,85.9375
2,28.954109038214252,88.05,92.1875
3,26.176413687155257,91.225,91.40625
4,24.129429323873612,92.425,91.40625
5,22.447875181858894,94.5,94.53125
6,21.30506896492511,94.6,92.1875
7,20.488661143149532,95.725,96.09375
8,19.985430139753326,95.45,94.53125
9,19.53853260584429,95.625,98.4375
