,loss_list,val_acc_list,train_acc_list
0,43.666349797190726,50.475,53.90625
1,43.669943646832785,50.475,47.65625
2,40.38646107488414,77.6,72.65625
3,31.992284529638948,91.4,90.625
4,26.84353999782838,92.0,90.625
5,24.59415712276841,92.8,92.96875
6,23.065713592105354,93.775,94.53125
7,21.95953735665975,94.275,96.09375
8,21.106800960663655,94.475,95.3125
9,20.490334875719782,94.525,96.875
