,loss_list,val_acc_list,train_acc_list
0,43.66634979719072,50.475,44.53125
1,42.9431346354141,68.7,64.0625
2,35.09648051684135,86.25,81.25
3,27.608418415447552,92.825,89.84375
4,24.268834301263716,94.225,96.875
5,22.40617095408452,94.2,97.65625
6,21.208606431754994,94.475,91.40625
7,20.344567727252517,94.4,95.3125
8,19.7035386867726,94.4,95.3125
9,19.2300606613451,94.575,96.875
