,loss_list,val_acc_list,train_acc_list
0,43.422170617306335,59.275,70.3125
1,41.6050968089455,66.45,70.3125
2,36.72096875721084,82.4,81.25
3,31.339107847364716,86.05,89.84375
4,28.162207089427604,87.4,94.53125
5,26.344815117321957,89.575,90.625
6,25.31241016092623,90.1,95.3125
7,24.656582806981895,91.6,92.1875
8,24.215711881300738,91.0,92.96875
9,23.86545102269569,91.15,92.1875
