,loss_list,val_acc_list,train_acc_list
0,16.178836926853975,92.3,92.96875
1,15.681145555260446,92.3,89.84375
2,15.086092042994055,92.3,92.96875
3,14.41370676111478,92.3,92.1875
4,13.793695315331684,92.3,95.3125
5,13.205584150674117,92.3,92.96875
6,12.663828689801335,92.3,91.40625
7,12.182436104350478,92.3,92.96875
8,11.7156570236061,92.3,93.75
9,11.29114280661958,92.3,94.53125
